pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,releasedate
Kepler-1073 b,Kepler-1073,1,1,3,Transit,2016,8.67888593,0.00002409,-0.00002409,0,,,,,,,,,,,,,,5792.00,252.91,-186.16,0,1.00,0.21,-0.11,0,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,13.1400000,-12.7330000,14.7490000,0.0800000,-0.0800000,2016-05-10
Kepler-1073 c,Kepler-1073,1,1,3,Transit,2016,4.02582254,0.00001484,-0.00001484,0,,,,,,,,,,,,,,5792.00,252.91,-186.16,0,1.00,0.21,-0.11,0,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,13.1400000,-12.7330000,14.7490000,0.0800000,-0.0800000,2016-05-10
Kepler-1073 d,Kepler-1073,1,1,3,Transit,2021,2.50476003,,,0,,,,,,,,,,,,,,5509.00,82.00,-74.00,0,1.12,0.17,-0.19,0,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,13.1400000,-12.7330000,14.7490000,0.0800000,-0.0800000,2021-12-05
Kepler-1074 b,Kepler-1074,1,1,1,Transit,2016,5.94566534,0.00001443,-0.00001443,0,,,,,,,,,,,,,,4002.00,33.45,-33.56,0,0.57,0.02,-0.02,0,18h57m54.40s,284.4766869,+46d15m09.64s,46.2526781,250.8170000,1.4740000,-1.4740000,15.5990000,0.0920000,-0.0920000,2016-05-10
Kepler-1075 b,Kepler-1075,1,1,1,Transit,2016,1.52372816,0.00000270,-0.00000270,0,,,,,,,,,,,,,,3959.00,39.29,-38.69,0,0.54,0.02,-0.03,0,19h10m00.27s,287.5011404,+47d28m08.82s,47.4691157,291.2750000,4.9870000,-4.8240000,15.9090000,0.1370000,-0.1370000,2016-05-10
Kepler-1076 b,Kepler-1076,1,1,1,Transit,2016,6.14727918,0.00002112,-0.00002112,0,,,,,,,,,,,,,,4868.00,38.24,-45.61,0,0.74,0.01,-0.02,0,19h10m21.66s,287.5902594,+51d03m38.18s,51.0606047,,,,13.1750000,0.1140000,-0.1140000,2016-05-10
Kepler-1077 b,Kepler-1077,1,1,1,Transit,2016,34.35118740,0.00015030,-0.00015030,0,,,,,,,,,,,,,,5816.00,99.93,-113.54,0,1.02,0.23,-0.09,0,19h24m08.07s,291.0336333,+42d16m04.24s,42.2678448,1101.4200000,28.4100000,-28.4100000,14.9230000,0.1490000,-0.1490000,2016-05-10
Kepler-1078 b,Kepler-1078,1,1,1,Transit,2016,3.00725242,0.00001242,-0.00001242,0,,,,,,,,,,,,,,5612.00,100.22,-123.53,0,0.92,0.12,-0.07,0,19h32m48.14s,293.2005664,+43d03m00.14s,43.0500379,2481.7100000,246.1550000,-246.1550000,15.7030000,0.1030000,-0.1030000,2016-05-10
Kepler-1079 b,Kepler-1079,1,1,1,Transit,2016,13.24503188,0.00004886,-0.00004886,0,,,,,,,,,,,,,,5758.00,90.64,-84.62,0,1.36,0.27,-0.23,0,19h58m11.90s,299.5495794,+45d46m10.84s,45.7696769,591.0980000,,,12.7800000,0.0800000,-0.0800000,2016-05-10
Kepler-108 b,Kepler-108,1,2,2,Transit,2014,49.18392100,0.00005400,-0.00005400,0,0.292000,,,0,,,,,,,,,,5854.00,92.00,-92.00,0,2.19,0.12,-0.12,0,19h38m14.16s,294.5589885,+46d03m44.62s,46.0623952,338.7320000,,,12.6570000,0.0690000,-0.0690000,2014-05-14
Kepler-108 c,Kepler-108,1,2,2,Transit,2014,190.32349400,0.00098800,-0.00098800,0,0.721000,,,0,,,,,,,,,,5854.00,92.00,-92.00,0,2.19,0.12,-0.12,0,19h38m14.16s,294.5589885,+46d03m44.62s,46.0623952,338.7320000,,,12.6570000,0.0690000,-0.0690000,2014-05-14
Kepler-1080 b,Kepler-1080,1,1,1,Transit,2016,77.25483960,0.00031980,-0.00031980,0,,,,,,,,,,,,,,5956.00,70.40,-87.98,0,1.16,0.40,-0.14,0,19h45m51.48s,296.4644914,+49d10m58.42s,49.1828952,1382.8200000,26.6100000,-26.6100000,13.4860000,0.0920000,-0.0920000,2016-05-10
Kepler-1081 b,Kepler-1081,1,1,1,Transit,2016,3.85691855,0.00000966,-0.00000966,0,,,,,,,,,,,,,,5345.00,67.90,-84.90,0,0.84,0.07,-0.05,0,19h17m46.74s,289.4447520,+41d19m04.67s,41.3179652,420.2150000,2.7760000,-2.7760000,13.8270000,0.1260000,-0.1260000,2016-05-10
Kepler-1082 b,Kepler-1082,1,1,1,Transit,2016,1.54320660,0.00000454,-0.00000454,0,,,,,,,,,,,,,,5923.00,80.65,-64.28,0,1.14,0.18,-0.13,0,19h17m26.08s,289.3586737,+50d35m54.42s,50.5984489,739.5570000,7.8000000,-7.6410000,13.4440000,0.0690000,-0.0690000,2016-05-10
Kepler-1083 b,Kepler-1083,1,1,1,Transit,2016,33.41779930,0.00018540,-0.00018540,0,,,,,,,,,,,,,,5049.00,45.47,-46.43,0,0.77,0.03,-0.04,0,18h52m38.85s,283.1618831,+45d11m54.01s,45.1983360,902.6330000,24.9990000,-23.7090000,16.1030000,0.0350000,-0.0350000,2016-05-10
Kepler-1084 b,Kepler-1084,1,1,1,Transit,2016,2.05333679,0.00000413,-0.00000413,0,,,,,,,,,,,,,,6113.00,63.72,-75.56,0,1.28,0.27,-0.17,0,19h20m24.48s,290.1019809,+48d15m04.13s,48.2511460,405.5330000,5.6210000,-5.4720000,12.0150000,0.0340000,-0.0340000,2016-05-10
Kepler-1085 b,Kepler-1085,1,1,2,Transit,2016,219.32175280,0.00089460,-0.00089460,0,,,,,,,,,,,,,,6000.00,83.83,-89.90,0,1.14,0.31,-0.11,0,19h09m54.63s,287.4776359,+46d08m28.21s,46.1411685,1364.5300000,45.2400000,-42.4700000,15.2730000,0.1150000,-0.1150000,2016-05-10
Kepler-1085 c,Kepler-1085,1,1,2,Transit,2020,56.77710000,,,0,,,,,,,,,,,,,,5816.00,122.00,-122.00,0,1.08,,,0,19h09m54.63s,287.4776359,+46d08m28.21s,46.1411685,1364.5300000,45.2400000,-42.4700000,15.2730000,0.1150000,-0.1150000,2020-09-03
Kepler-1086 b,Kepler-1086,1,2,2,Transit,2016,18.78425728,0.00005283,-0.00005283,0,,,,,,,,,,,,,,4350.00,45.98,-34.14,0,0.66,0.01,-0.02,0,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.0840000,7.1780000,-7.1780000,16.0020000,0.0690000,-0.0690000,2016-05-10
Kepler-1086 c,Kepler-1086,1,2,2,Transit,2016,161.51633450,0.00086290,-0.00086290,0,,,,,,,,,,,,,,4350.00,45.98,-34.14,0,0.66,0.01,-0.02,0,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.0840000,7.1780000,-7.1780000,16.0020000,0.0690000,-0.0690000,2016-05-10
Kepler-1087 b,Kepler-1087,1,1,1,Transit,2016,0.69384285,0.00000159,-0.00000159,0,,,,,,,,,,,,,,5589.00,122.90,-191.41,0,0.94,0.26,-0.07,0,19h39m54.94s,294.9789253,+46d00m20.43s,46.0056741,362.6230000,3.5080000,-3.4430000,12.9730000,0.0570000,-0.0570000,2016-05-10
Kepler-1088 b,Kepler-1088,1,1,1,Transit,2016,23.12748644,0.00008919,-0.00008919,0,,,,,,,,,,,,,,5975.00,64.37,-58.16,0,1.08,0.08,-0.06,0,18h46m14.75s,281.5614578,+42d27m01.47s,42.4504087,280.6290000,1.5750000,-1.5580000,11.4720000,0.0130000,-0.0130000,2016-05-10
Kepler-1089 b,Kepler-1089,1,1,1,Transit,2016,5.13248562,0.00000948,-0.00000948,0,,,,,,,,,,,,,,3753.00,32.38,-32.55,0,0.49,0.03,-0.03,0,19h24m22.24s,291.0926509,+49d11m24.62s,49.1901729,259.3280000,2.5380000,-2.4900000,16.2330000,0.3890000,-0.3890000,2016-05-10
Kepler-109 b,Kepler-109,1,1,2,Transit,2014,6.48163070,0.00000480,-0.00000480,0,0.070100,0.001900,-0.001900,0,0.110000,,,1,1276,23,-23,0,,5950.00,62.00,-62.00,0,1.39,0.02,-0.02,0,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,474.8610000,5.3490000,-5.2330000,12.3980000,0.0570000,-0.0570000,2023-04-17
Kepler-109 c,Kepler-109,1,1,2,Transit,2014,21.22265000,0.00002700,-0.00002700,0,0.154600,0.004200,-0.004200,0,0.098000,,,1,859,16,-16,0,,5950.00,62.00,-62.00,0,1.39,0.02,-0.02,0,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,474.8610000,5.3490000,-5.2330000,12.3980000,0.0570000,-0.0570000,2023-04-17
Kepler-1090 b,Kepler-1090,1,1,2,Transit,2016,198.68017900,0.00217600,-0.00217600,0,,,,,,,,,,,,,,5321.00,147.76,-145.36,0,0.82,0.07,-0.05,0,19h42m39.10s,295.6629002,+44d31m32.97s,44.5258237,858.7700000,28.3600000,-26.6320000,15.3100000,0.1030000,-0.1030000,2016-05-10
Kepler-1090 c,Kepler-1090,1,1,2,Transit,2021,42.42720032,,,0,,,,,,,,,,,,,,5330.00,79.00,-79.00,0,1.01,0.16,-0.13,0,19h42m39.10s,295.6629002,+44d31m32.97s,44.5258237,858.7700000,28.3600000,-26.6320000,15.3100000,0.1030000,-0.1030000,2021-12-05
Kepler-1091 b,Kepler-1091,1,1,1,Transit,2016,1.43474156,0.00000327,-0.00000327,0,,,,,,,,,,,,,,5851.00,286.31,-232.40,0,1.03,0.25,-0.13,0,19h59m08.51s,299.7854426,+43d40m14.60s,43.6707235,914.2990000,19.2360000,-18.4710000,14.8740000,0.0920000,-0.0920000,2016-05-10
Kepler-1092 b,Kepler-1092,1,1,1,Transit,2016,58.60179250,0.00060060,-0.00060060,0,,,,,,,,,,,,,,5862.00,195.01,-156.05,0,1.00,0.18,-0.10,0,19h50m53.57s,297.7232008,+47d06m45.66s,47.1126833,981.2330000,17.7585000,-17.7585000,14.6590000,0.0920000,-0.0920000,2016-05-10
Kepler-1093 b,Kepler-1093,1,1,2,Transit,2016,25.08246260,0.00012110,-0.00012110,0,,,,,,,,,,,,,,6166.00,147.64,-138.45,0,1.20,0.38,-0.15,0,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.8800000,21.0850000,-21.0850000,13.7810000,0.0800000,-0.0800000,2016-05-10
Kepler-1093 c,Kepler-1093,1,1,2,Transit,2016,89.72229200,0.00108000,-0.00108000,0,,,,,,,,,,,,,,6166.00,147.64,-138.45,0,1.20,0.38,-0.15,0,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.8800000,21.0850000,-21.0850000,13.7810000,0.0800000,-0.0800000,2016-05-10
Kepler-1094 b,Kepler-1094,1,1,1,Transit,2016,78.10002310,0.00063880,-0.00063880,0,,,,,,,,,,,,,,6112.00,127.39,-187.65,0,1.21,0.46,-0.17,0,19h29m12.29s,292.3012109,+38d16m01.19s,38.2669983,1291.0100000,55.4000000,-55.4000000,15.3180000,0.0460000,-0.0460000,2016-05-10
Kepler-1095 b,Kepler-1095,1,1,1,Transit,2016,4.27103091,0.00001480,-0.00001480,0,,,,,,,,,,,,,,5658.00,206.29,-136.10,0,0.92,0.14,-0.09,0,19h33m02.98s,293.2624215,+41d21m54.06s,41.3650155,792.5220000,11.7885000,-11.7885000,14.5970000,0.1490000,-0.1490000,2016-05-10
Kepler-1096 b,Kepler-1096,1,1,1,Transit,2016,2.89221751,0.00000600,-0.00000600,0,,,,,,,,,,,,,,4306.00,53.07,-39.79,0,0.63,0.02,-0.03,0,19h38m50.27s,294.7094688,+45d58m10.39s,45.9695533,377.9760000,4.1455000,-4.1455000,15.4380000,0.1140000,-0.1140000,2016-05-10
Kepler-1097 b,Kepler-1097,1,1,1,Transit,2016,187.74702900,0.00189400,-0.00189400,0,,,,,,,,,,,,,,5211.00,77.13,-86.77,0,0.79,0.05,-0.05,0,18h46m22.59s,281.5941261,+42d35m47.02s,42.5963949,719.8020000,12.8380000,-12.4040000,15.6520000,0.0230000,-0.0230000,2016-05-10
Kepler-1098 b,Kepler-1098,1,1,1,Transit,2016,2.54307286,0.00000959,-0.00000959,0,,,,,,,,,,,,,,5794.00,204.81,-216.42,0,0.99,0.18,-0.11,0,19h42m00.64s,295.5026730,+43d13m57.72s,43.2326992,1049.1900000,22.3600000,-21.4600000,14.8860000,0.0920000,-0.0920000,2016-05-10
Kepler-1099 b,Kepler-1099,1,1,1,Transit,2016,2.16845259,0.00000280,-0.00000280,0,,,,,,,,,,,,,,5837.00,92.89,-82.61,0,1.00,0.14,-0.08,0,19h15m00.00s,288.7499866,+48d16m37.62s,48.2771163,1022.8000000,26.5400000,-25.2500000,15.1370000,0.0920000,-0.0920000,2016-05-10
Kepler-11 b,Kepler-11,1,1,6,Transit,2010,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.045000,0.068000,-0.042000,0,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-11 c,Kepler-11,1,1,6,Transit,2010,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.026000,0.063000,-0.013000,0,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-11 d,Kepler-11,1,1,6,Transit,2010,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.004000,0.007000,-0.002000,0,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-11 e,Kepler-11,1,1,6,Transit,2010,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.012000,0.006000,-0.006000,0,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-11 f,Kepler-11,1,1,6,Transit,2010,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.013000,0.011000,-0.009000,0,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-11 g,Kepler-11,1,1,6,Transit,2010,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.150000,,,1,,,,,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,2014-05-14
Kepler-110 b,Kepler-110,1,1,2,Transit,2014,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,,,,,,,,,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,2014-05-14
Kepler-110 c,Kepler-110,1,1,2,Transit,2014,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,,,,,,,,,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,2014-05-14
Kepler-1100 b,Kepler-1100,1,1,1,Transit,2016,6.42200058,0.00002182,-0.00002182,0,,,,,,,,,,,,,,6247.00,128.56,-164.45,0,1.34,0.63,-0.22,0,19h27m29.12s,291.8713535,+44d05m14.61s,44.0873907,693.6180000,8.0345000,-8.0345000,13.9520000,0.0800000,-0.0800000,2016-05-10
Kepler-1101 b,Kepler-1101,1,1,1,Transit,2016,81.31510590,0.00056930,-0.00056930,0,,,,,,,,,,,,,,5614.00,130.34,-168.73,0,0.91,0.13,-0.07,0,19h38m16.65s,294.5693544,+45d40m16.18s,45.6711623,742.4730000,13.4840000,-13.4840000,15.1560000,0.1260000,-0.1260000,2016-05-10
Kepler-1102 b,Kepler-1102,1,1,1,Transit,2016,51.32856230,0.00033260,-0.00033260,0,,,,,,,,,,,,,,5724.00,76.50,-71.34,0,0.94,0.14,-0.07,0,18h45m17.42s,281.3225917,+48d03m59.38s,48.0664955,1246.0500000,30.8200000,-29.4000000,14.9280000,0.1260000,-0.1260000,2016-05-10
Kepler-1103 b,Kepler-1103,1,1,1,Transit,2016,19.79191978,0.00009543,-0.00009543,0,,,,,,,,,,,,,,6092.00,106.14,-106.64,0,1.15,0.31,-0.13,0,19h09m31.71s,287.3821348,+49d27m08.73s,49.4524247,1331.9200000,24.4400000,-23.5800000,14.2940000,0.1260000,-0.1260000,2016-05-10
Kepler-1104 b,Kepler-1104,1,1,1,Transit,2016,5.03728015,0.00001378,-0.00001378,0,,,,,,,,,,,,,,6417.00,90.52,-84.06,0,1.41,0.15,-0.10,0,19h37m52.44s,294.4685197,+49d19m51.52s,49.3309789,530.6580000,12.8370000,-12.2550000,12.1250000,0.0460000,-0.0460000,2016-05-10
Kepler-1105 b,Kepler-1105,1,1,1,Transit,2016,4.42157218,0.00000977,-0.00000977,0,,,,,,,,,,,,,,4299.00,41.81,-47.77,0,0.68,0.01,-0.02,0,18h44m26.82s,281.1117588,+42d27m17.89s,42.4549698,318.0040000,2.5170000,-2.4790000,15.3150000,0.1370000,-0.1370000,2016-05-10
Kepler-1106 b,Kepler-1106,1,1,1,Transit,2016,1.25275217,0.00000215,-0.00000215,0,,,,,,,,,,,,,,6104.00,152.44,-185.27,0,1.17,0.34,-0.16,0,19h24m34.84s,291.1451576,+44d03m44.90s,44.0624715,1090.7000000,23.9100000,-22.9200000,14.8630000,0.1830000,-0.1830000,2016-05-10
Kepler-1107 b,Kepler-1107,1,1,1,Transit,2016,0.57103852,0.00000042,-0.00000042,0,,,,,,,,,,,,,,5268.00,104.99,-126.81,0,0.82,0.06,-0.04,0,19h24m11.98s,291.0499340,+39d08m30.03s,39.1416740,428.7980000,4.2320000,-4.2320000,14.3150000,0.0570000,-0.0570000,2016-05-10
Kepler-1108 b,Kepler-1108,1,1,1,Transit,2016,4.51005748,0.00001330,-0.00001330,0,,,,,,,,,,,,,,5406.00,149.30,-105.10,0,0.84,0.07,-0.06,0,19h44m10.15s,296.0422962,+45d59m06.50s,45.9851400,767.7010000,14.0120000,-13.5270000,15.1320000,0.1950000,-0.1950000,2016-05-10
Kepler-1109 b,Kepler-1109,1,1,1,Transit,2016,37.64673840,0.00021200,-0.00021200,0,,,,,,,,,,,,,,5893.00,111.41,-163.52,0,1.06,0.21,-0.11,0,19h26m35.10s,291.6462654,+39d23m47.80s,39.3966122,685.0870000,10.1045000,-10.1045000,14.4050000,0.1260000,-0.1260000,2016-05-10
Kepler-111 b,Kepler-111,1,1,2,Transit,2014,3.34181500,0.00000600,-0.00000600,0,0.046000,,,0,,,,,,,,,,5952.00,74.00,-74.00,0,1.16,0.14,-0.14,0,19h26m36.76s,291.6531630,+44d41m17.74s,44.6882613,657.2230000,6.0140000,-5.9080000,13.5430000,0.0690000,-0.0690000,2014-05-14
Kepler-111 c,Kepler-111,1,1,2,Transit,2014,224.77833000,0.00026000,-0.00026000,0,0.751000,0.013000,-0.016000,0,0.176000,0.080000,-0.085000,0,352,6,-6,0,,5914.00,81.00,-82.00,0,1.15,0.04,-0.04,0,19h26m36.76s,291.6531630,+44d41m17.74s,44.6882613,657.2230000,6.0140000,-5.9080000,13.5430000,0.0690000,-0.0690000,2024-09-13
Kepler-1110 b,Kepler-1110,1,1,1,Transit,2016,9.69312032,0.00003024,-0.00003024,0,,,,,,,,,,,,,,4781.00,88.04,-77.50,0,0.70,0.04,-0.05,0,19h27m13.94s,291.8080645,+38d37m21.58s,38.6226615,726.8280000,17.0490000,-17.0490000,16.2740000,0.0920000,-0.0920000,2016-05-10
Kepler-1111 b,Kepler-1111,1,1,1,Transit,2016,8.79617863,0.00002970,-0.00002970,0,,,,,,,,,,,,,,6077.00,143.77,-199.70,0,1.15,0.31,-0.15,0,19h41m51.22s,295.4634045,+45d48m45.97s,45.8127697,841.5360000,15.7590000,-15.7590000,14.8800000,0.1140000,-0.1140000,2016-05-10
Kepler-1112 b,Kepler-1112,1,1,1,Transit,2016,14.36267939,0.00005701,-0.00005701,0,,,,,,,,,,,,,,6496.00,147.03,-147.28,0,1.54,0.65,-0.26,0,19h47m52.51s,296.9687937,+47d45m05.33s,47.7514799,1671.2800000,66.1450000,-66.1450000,14.7400000,0.4350000,-0.4350000,2016-05-10
Kepler-1113 b,Kepler-1113,1,1,1,Transit,2016,42.30049540,0.00020920,-0.00020920,0,,,,,,,,,,,,,,5931.00,80.28,-109.50,0,1.17,0.47,-0.14,0,19h17m37.61s,289.4066969,+39d20m19.73s,39.3388130,1073.8800000,26.9600000,-26.9600000,14.9430000,0.1830000,-0.1830000,2016-05-10
Kepler-1114 b,Kepler-1114,1,1,1,Transit,2016,14.97435694,0.00005221,-0.00005221,0,,,,,,,,,,,,,,5374.00,87.46,-77.65,0,0.83,0.04,-0.03,0,19h56m56.89s,299.2370531,+45d50m05.20s,45.8347781,418.4170000,2.8555000,-2.8555000,13.9350000,0.1370000,-0.1370000,2016-05-10
Kepler-1115 b,Kepler-1115,1,1,1,Transit,2016,23.55407250,0.00013560,-0.00013560,0,,,,,,,,,,,,,,8480.00,295.98,-217.88,0,1.73,0.29,-0.20,0,19h39m58.03s,294.9917723,+40d08m39.83s,40.1443964,983.2450000,26.1450000,-24.8520000,11.9830000,0.0340000,-0.0340000,2016-05-10
Kepler-1116 b,Kepler-1116,1,1,1,Transit,2016,41.69778270,0.00020040,-0.00020040,0,,,,,,,,,,,,,,5641.00,91.87,-133.14,0,0.93,0.20,-0.08,0,19h27m44.08s,291.9336573,+44d06m55.80s,44.1154992,1008.5700000,26.6300000,-25.3090000,15.4240000,0.0800000,-0.0800000,2016-05-10
Kepler-1117 b,Kepler-1117,1,1,1,Transit,2016,4.79028459,0.00001860,-0.00001860,0,,,,,,,,,,,,,,5612.00,82.98,-101.57,0,0.93,0.13,-0.06,0,19h28m20.35s,292.0847866,+49d14m14.71s,49.2374206,568.4870000,5.9785000,-5.9785000,14.1500000,0.2400000,-0.2400000,2016-05-10
Kepler-1118 b,Kepler-1118,1,1,1,Transit,2016,38.67150750,0.00022980,-0.00022980,0,,,,,,,,,,,,,,5688.00,303.78,-268.88,0,0.97,0.17,-0.11,0,19h59m51.76s,299.9656619,+44d09m39.17s,44.1608805,888.3250000,21.6190000,-20.6320000,15.2380000,0.1370000,-0.1370000,2016-05-10
Kepler-1119 b,Kepler-1119,1,1,1,Transit,2016,8.32651530,0.00004777,-0.00004777,0,,,,,,,,,,,,,,6083.00,177.40,-249.75,0,1.17,0.38,-0.18,0,19h48m04.58s,297.0191018,+44d19m38.98s,44.3274936,1757.2300000,84.2300000,-76.9800000,15.2960000,0.1500000,-0.1500000,2016-05-10
Kepler-112 b,Kepler-112,1,1,2,Transit,2014,8.40887800,0.00001000,-0.00001000,0,0.076000,,,0,,,,,,,,,,5544.00,148.00,-148.00,0,0.84,0.20,-0.20,0,19h47m55.47s,296.9811361,+43d12m34.93s,43.2097025,513.2060000,4.2270000,-4.2270000,13.9270000,0.1030000,-0.1030000,2014-05-14
Kepler-112 c,Kepler-112,1,1,2,Transit,2014,28.57426300,0.00006000,-0.00006000,0,0.172000,,,0,,,,,,,,,,5544.00,148.00,-148.00,0,0.84,0.20,-0.20,0,19h47m55.47s,296.9811361,+43d12m34.93s,43.2097025,513.2060000,4.2270000,-4.2270000,13.9270000,0.1030000,-0.1030000,2014-05-14
Kepler-1120 b,Kepler-1120,1,1,1,Transit,2016,2.94902905,0.00000747,-0.00000747,0,,,,,,,,,,,,,,4904.00,70.02,-67.83,0,0.74,0.03,-0.04,0,19h23m39.47s,290.9144516,+42d17m11.59s,42.2865522,615.2310000,8.8545000,-8.8545000,15.4940000,0.2060000,-0.2060000,2016-05-10
Kepler-1121 b,Kepler-1121,1,1,1,Transit,2016,13.15141081,0.00005864,-0.00005864,0,,,,,,,,,,,,,,6231.00,90.24,-72.86,0,1.59,0.40,-0.29,0,19h51m08.77s,297.7865467,+47d53m10.16s,47.8861542,482.0470000,4.4600000,-4.3810000,12.1440000,0.0690000,-0.0690000,2016-05-10
Kepler-1122 b,Kepler-1122,1,1,1,Transit,2016,42.19173570,0.00029960,-0.00029960,0,,,,,,,,,,,,,,5544.00,73.22,-72.56,0,0.89,0.11,-0.06,0,19h13m07.34s,288.2805801,+46d20m27.15s,46.3408747,1230.4200000,36.0600000,-34.1000000,15.4050000,0.0350000,-0.0350000,2016-05-10
Kepler-1123 b,Kepler-1123,1,1,1,Transit,2016,4.33946454,0.00001178,-0.00001178,0,,,,,,,,,,,,,,5500.00,75.39,-90.52,0,0.90,0.13,-0.06,0,19h38m04.25s,294.5177291,+50d40m13.41s,50.6703927,704.3230000,10.0840000,-10.0840000,14.9330000,0.0800000,-0.0800000,2016-05-10
Kepler-1124 b,Kepler-1124,1,1,1,Transit,2016,2.85234897,0.00000303,-0.00000303,0,,,,,,,,,,,,,,3658.00,33.40,-26.65,0,0.34,0.02,-0.02,0,19h06m22.62s,286.5942529,+37d53m28.62s,37.8912836,289.8990000,3.5360000,-3.5360000,16.7450000,1.1330000,-1.1330000,2016-05-10
Kepler-1125 b,Kepler-1125,1,1,1,Transit,2016,17.67006420,0.00011760,-0.00011760,0,,,,,,,,,,,,,,5683.00,241.45,-131.51,0,0.94,0.15,-0.09,0,19h41m55.49s,295.4812018,+40d43m54.95s,40.7319316,2011.4100000,275.0000000,-216.9600000,15.0420000,0.0570000,-0.0570000,2016-05-10
Kepler-1126 b,Kepler-1126,1,1,2,Transit,2016,108.59332900,0.00100300,-0.00100300,0,,,,,,,,,,,,,,5798.00,61.16,-55.36,0,0.93,0.11,-0.07,0,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,2016-05-10
Kepler-1126 c,Kepler-1126,1,1,2,Transit,2023,199.66876000,0.00396100,-0.00396100,0,0.619300,,,0,0.000000,,,0,305,,,0,,5678.00,113.00,-102.00,0,0.92,0.12,-0.12,0,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,2017-05-08
Kepler-1127 b,Kepler-1127,1,1,1,Transit,2016,5.12330347,0.00002272,-0.00002272,0,,,,,,,,,,,,,,5664.00,89.83,-137.31,0,0.95,0.15,-0.07,0,19h32m52.17s,293.2173563,+42d43m14.10s,42.7205846,842.4590000,20.1305000,-20.1305000,15.1620000,0.0690000,-0.0690000,2016-05-10
